"dossierid","title","oldhousenumber","descriptivenote","zu_kontrollieren","begruendung","location","kategorie","bemerkung"
HGB_1_190_005,Schwanengasse: Strassenkörper,"","",true,ungefähre Ortsangabe,POINT (2611178.887161636 1267657.6576064255),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_106_006,Kronengasse: Dohlen,"","",true,ungefähre Ortsangabe,POINT (2611214.187617877 1267652.814539265),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_203_006,Sporengasse: Dohlen,"","",true,ungefähre Ortsangabe,POINT (2611224.2998406715 1267545.965078737),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_056_008,"Fischmarkt: Brunnen, grosser","","",true,genau gesetzt,POINT (2611168.2337665083 1267619.7956669813),genau gesetzt,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_147_010,Petersgasse: Brunnen bei No 23,"","",true,genau gesetzt,POINT (2611099.6864145375 1267684.2455394221),genau gesetzt,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_203_007,Sporengasse: Unbestimmte Liegenschaften,"","",true,ungefähre Ortsangabe,POINT (2611228.0239638244 1267538.9306238932),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_146_015,Petersberg: Unbestimmte Liegenschaften,"","",true,ungefähre Ortsangabe,POINT (2611127.628722084 1267700.871659469),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_146_008,Petersberg: Brunnen,"","",true,ungefähre Ortsangabe,POINT (2611126.8264583917 1267703.8132930081),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_190_006,Schwanengasse: Unbestimmte Liegenschaften,"","",true,ungefähre Ortsangabe,POINT (2611181.0489539853 1267663.7826847495),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_137_012,Nadelberg: Unbestimmte Liegenschaften,"","",true,ungefähre Ortsangabe,POINT (2611056.8571447236 1267444.1094824036),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_215_010,Steinenvorstadt: Brunnen,"","",true,genau gesetzt,POINT (2611310.9811598687 1266948.2339364863),genau gesetzt,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_204_008,Stadthausgasse: Dohle,"","",true,ungefähre Ortsangabe,POINT (2611153.3323437935 1267588.654910452),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_044_006,Claraplatz: Unbestimmte Liegenschaften,"","",true,ungefähr gesetzt,POINT (2611695.567040551 1267918.2055301298),ungefähr gesetzt,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_204_006,Stadthausgasse: Strassenkörper,"","",true,ungefähre Ortsangabe,POINT (2611153.669736524 1267584.2495872858),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_204_007,Stadthausgasse: Brunnen,"","",true,ungefähre Ortsangabe,POINT (2611153.977779877 1267579.2960872422),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_204_009,Stadthausgasse: Öffentlicher Abtritt,"","",true,ungefähre Ortsangabe,POINT (2611153.977779877 1267574.778034658),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_214_008,Steinentorstrasse: Brunnen,"","",true,genau gesetzt,POINT (2611350.382251265 1266796.969976414),genau gesetzt,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_013_005,Andreasplatz: Unbestimmte Liegenschaften,"","",true,ungefähre Ortsangabe,POINT (2611126.2240282893 1267503.78006548),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_137_011,Nadelberg: Brunnen bei No. 31.,"",Siehe Plan No. 2.,true,ungefähr gesetzt,POINT (2611059.2266739407 1267407.212527448),ungefähr gesetzt,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_222_005,Totengässlein: Dohlen,"","",true,ungefähre Ortsangabe,POINT (2611083.3025287404 1267585.4277300348),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_123_006,Martinsgasse: Dohle,"","",true,ungefähre Ortsangabe,POINT (2611322.9216729375 1267524.223013841),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_013_004,Andreasplatz: Strassenkörper,"","",true,ungefähr gesetzt,POINT (2611120.73782158 1267507.6526819805),ungefähr gesetzt,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_176_007,Rümelinsplatz: Unbestimmte Liegenschaften,"","",true,ungefähr gesetzt,POINT (2611208.335381056 1267341.3811422682),ungefähr gesetzt,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_176_005,Rümelinsplatz: Strassenkörper,"","",true,ungefähr gesetzt,POINT (2611196.7681314135 1267349.4431647463),ungefähr gesetzt,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_137_010,Nadelberg: Brunnen bei No. 1,"",Siehe Plan No. 1 und No. 3.,true,ungefähr gesetzt,POINT (2611063.965732375 1267589.6662771823),ungefähr gesetzt,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_112_006,Leonhardsberg: Brunnen unten am Berg,"","",true,genau gesetzt,POINT (2611283.340784231 1267192.1423715688),genau gesetzt,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_123_007,Martinsgasse: Unbestimmte Liegenschaften,"","",true,ungefähre Ortsangabe,POINT (2611326.978285584 1267517.1239417098),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_085_008,Hutgasse: Unbestimmte Liegenschaften,"","",true,ungefähre Ortsangabe,POINT (2611189.861176233 1267438.166938675),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_085_006,Hutgasse: Strassenkörper,"","",true,ungefähre Ortsangabe,POINT (2611174.248810673 1267434.0584214225),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_085_007,Hutgasse: Dohlen,"","",true,ungefähre Ortsangabe,POINT (2611180.822438277 1267434.4692731479),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_184_008,Schneidergasse: Dohle,"","",true,ungefähre Ortsangabe,POINT (2611147.5434485315 1267471.4459284206),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_184_009,Schneidergasse: Unbestimmte Liegenschaften (zum Teil auch Imbergässlein),"","",true,ungefähre Ortsangabe,POINT (2611147.9543002564 1267479.2521112005),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_112_005,Leonhardsberg: Strassenkörper,"","",true,ungefähre Ortsangabe,POINT (2611235.4184452766 1267213.9981663222),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_155_009,Untere Rebgasse: Unbestimmte Liegenschaften,"","",true,ungefähre Ortsangabe,POINT (2611593.1587108485 1267951.794203423),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_155_008,Untere Rebgasse: Brunnen bei No. 1,"","",true,genau gesetzt,POINT (2611650.848341624 1267894.4917513777),genau gesetzt,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_229_008,Weisse Gasse: Unbestimmte Liegenschaften,"","",true,ungefähre Ortsangabe,POINT (2611367.163999483 1267237.603307805),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_155_007,Untere Rebgasse: Strassenkörper,"","",true,ungefähre Ortsangabe,POINT (2611586.7439428293 1267960.359481474),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_124_002,Martinsgässlein: Strassenkörper,"","",true,ungefähre Ortsangabe,POINT (2611334.6686253026 1267502.3318519315),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_117_007,Lindenberg: Strassenkörper,"","",true,ungefähre Ortsangabe,POINT (2611732.7382792034 1267597.451605564),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_117_009,Lindenberg: Unbestimmte Liegenschaften,"","",true,ungefähre Ortsangabe,POINT (2611745.768382441 1267600.0576262113),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_112_007,Leonhardsberg: Dohle,"","",true,ungefähre Ortsangabe,POINT (2611250.456836162 1267209.7874168742),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_214_010,"Steinentorstrasse: Unbestimmt, 17. Jahrhundert","","1457.",true,ungefähre Ortsangabe,POINT (2611286.0724239284 1266756.6631128017),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_176_006,Rümelinsplatz: Dohle,"","",true,ungefähr gesetzt,POINT (2611202.02597216 1267348.0410738806),ungefähr gesetzt,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_125_006,Martinskirchplatz: Brunnen,"","",true,genau gesetzt,POINT (2611334.0773577155 1267563.2679105632),genau gesetzt,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_220_006,Theaterstrasse: Unbestimmte Liegenschaften,"","",true,ungefähre Ortsangabe,POINT (2611367.139037261 1266904.3039840101),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_101_006,Klosterberg: Strassenkörper,"","",true,ungefähre Ortsangabe,POINT (2611402.9170397935 1266853.8071829681),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_168_009,Riehentorstrasse: Strassenkörper,"","",true,ungefähre Ortsangabe,POINT (2611787.0913370918 1267544.1832752263),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_219_004,Teichgässlein: Strassenkörper,"","",true,ungefähre Ortsangabe,POINT (2611550.5705384323 1267906.27743159),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_220_005,Theaterstrasse: Brunnen,"","",true,genau gesetzt,POINT (2611360.7986317487 1266910.1915034142),genau gesetzt,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_168_011,Riehentorstrasse: Unbestimmte Liegenschaften,"","",true,ungefähre Ortsangabe,POINT (2611792.9505801727 1267552.553622485),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_172_006,Rosshofgasse: Unbestimmte Liegenschaften,"","",true,ungefähre Ortsangabe,POINT (2610998.325151776 1267416.9479267583),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_177_005,Sattelgasse: Strassenkörper (Gässlein vom Sackgässlein zum Marktplatz siehe Marktplatz),"","",true,ungefähre Ortsangabe,POINT (2611173.7343846164 1267496.9197990848),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_177_007,Sattelgasse: Nachträge (unbestimmte Liegenschaften),"","",true,ungefähre Ortsangabe,POINT (2611177.460909357 1267499.4041489116),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_173_006,Rüdengasse: Dohlen,"","",true,ungefähre Ortsangabe,POINT (2611307.9252966414 1267346.8636264126),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_173_007,Rüdengasse: Unbestimmte Liegenschaften,"","",true,ungefähre Ortsangabe,POINT (2611311.4402956585 1267349.7395346994),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_177_006,Sattelgasse: Brunnen,"","",true,ungefähre Ortsangabe,POINT (2611169.7045741375 1267493.4565974555),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_173_005,Rüdengasse: Strassenkörper,"","",true,ungefähre Ortsangabe,POINT (2611302.173480068 1267344.9463542213),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_182_005,Schlüsselberg: Strassenkörper,"","",true,ungefähre Ortsangabe,POINT (2611366.8925836617 1267400.6512432902),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_182_006,Schlüsselberg: Unbestimmte Liegenschaften,"","",true,ungefähre Ortsangabe,POINT (2611372.171827044 1267396.6141748214),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_179_005,Schafgässlein: Strassenkörper,"","",true,ungefähre Ortsangabe,POINT (2611579.925581323 1267764.4532210745),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_179_006,Schafgässlein: Unbestimmte Liegenschaften,"","",true,ungefähre Ortsangabe,POINT (2611583.341562335 1267765.6953959882),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_206_005,Stapfelberg: Unbestimmte Liegenschaften,"","",true,ungefähre Ortsangabe,POINT (2611361.2775903344 1267437.5608113254),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_199_006,Spiegelgasse: Dohlen,"","",true,ungefähre Ortsangabe,POINT (2611164.682586479 1267737.3681922045),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_199_007,Spiegelgasse: Unbestimmte Liegenschaften,"","",true,ungefähre Ortsangabe,POINT (2611166.1948557394 1267741.9049999858),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_218_006,Streitgasse: Strassenkörper,"","",true,ungefähre Ortsangabe,POINT (2611409.415507133 1267176.1354582568),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_223_007,Totentanz: Unbestimmte Liegenschaften,"","",true,ungefähre Ortsangabe,POINT (2611090.626213489 1267572.8183937247),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_218_007,Streitgasse: Unbestimmte Liegenschaften,"","",true,ungefähre Ortsangabe,POINT (2611417.7773769833 1267180.0376641871),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_223_006,Totentanz: Strassenkörper,"","",true,ungefähre Ortsangabe,POINT (2611087.3547820454 1267578.270779464),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_062_006,Gemsberg: Unbestimmte Liegenschaften,"",Unt. Heuberg möglich.,true,ungefähre Ortsangabe,POINT (2611118.464500737 1267326.9888085034),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_062_004,Gemsberg: Strassenkörper,"","",true,ungefähre Ortsangabe,POINT (2611116.8681258066 1267335.2962328743),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_082_005,Hirschgasse: Unbestimmte Liegenschaften,"","",true,ungefähre Ortsangabe,POINT (2611614.1566703063 1266713.818719634),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_092_005,Kanonengasse: Strassenkörper,"","",true,ungefähre Ortsangabe,POINT (2611072.2473130627 1266963.3517676808),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_082_004,Hirschgasse: Strassenkörper,"","",true,ungefähre Ortsangabe,POINT (2611606.051188467 1266704.5553118181),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_023_005,Barfüssergasse: Dohle,"","",true,ungefähre Ortsangabe,POINT (2611446.2574036396 1267108.6714777963),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_092_006,Kanonengasse: Unbestimmte Liegenschaften,"","",true,ungefähre Ortsangabe,POINT (2611083.826572833 1266968.5624345774),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_023_004,Barfüssergasse: Strassenkörper,"","",true,ungefähre Ortsangabe,POINT (2611434.099180881 1267115.6190336584),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_168_010,Riehentorstrasse: Brunnen bei 11,"","",true,genau gesetzt,POINT (2611814.294965682 1267614.4941921989),genau gesetzt,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_134_004,Münsterhof: Strassenkörper,"","",true,ungefähre Ortsangabe,POINT (2611569.970896133 1267274.2951105027),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_120_007,Malzgasse: Brunnen,"","",true,genau gesetzt,POINT (2611935.500972337 1266919.8959977946),genau gesetzt,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_221_006,Theodorskirchplatz: Unbestimmte Liegenschaften,"","",true,ungefähr gesetzt,POINT (2611938.473570466 1267583.7613520974),ungefähr gesetzt,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_010_076,St. Alban-Vorstadt: Brunnen bei No. 49,"","",true,genau gesetzt,POINT (2611978.3542565256 1267099.6887563993),genau gesetzt,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_028_009,Blumenrain: Brunnen auf dem Blumenplatz,"","",true,genau gesetzt,POINT (2611161.796040987 1267831.0380901643),genau gesetzt,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_010_015,St. Alban-Vorstadt: Strasse,"","",true,ungefähre Ortsangabe,POINT (2611984.101915233 1267086.621374753),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_010_020,St. Alban-Vorstadt: 1284,"","",true,ungefähre Ortsangabe,POINT (2612078.032879732 1267060.1499211215),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_010_024,"St. Alban-Vorstadt: Unbestimmt, ungerade Häusernummern","","",true,ungefähre Ortsangabe,POINT (2612108.2588894456 1267050.8602249166),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_008_014,St. Alban-Tal: Unbestimmte Liegenschaften 14. - 15. Jh.,"","",true,ungefähre Ortsangabe,POINT (2612400.7748633362 1267060.6013210285),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_159_021,Rheingasse: Unbestimmte Liegenschaften (linke Seite),"","",true,ungefähre Ortsangabe,POINT (2611585.0542172245 1267673.1508106785),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_225_011,Utengasse: Unbestimmte Liegenschaften,"","",true,ungefähre Ortsangabe,POINT (2611605.900059108 1267750.47474126),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_159_020,Rheingasse: Unbestimmte Liegenschaften (rechte Seite),"","",true,ungefähre Ortsangabe,POINT (2611593.543012437 1267666.2340145796),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_028_007,Blumenrain: Strassenkörper,"","",true,ungefähre Ortsangabe,POINT (2611159.319413918 1267823.6082089576),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_028_008,Blumenrain: Dohlen,"","",true,ungefähre Ortsangabe,POINT (2611164.8918248233 1267816.797484518),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_017_005,Badergässlein: Strassenkörper,"","",true,ungefähre Ortsangabe,POINT (2611470.531468643 1267897.4155430656),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_159_018,Rheingasse: Brunnen bei No. 53-63,"","",true,ungefähr gesetzt ,POINT (2611674.9725665106 1267602.0964507533),ungefähr gesetzt,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_028_011,Blumenrain: unbestimmte Liegenschaften,"","",true,ungefähre Ortsangabe,POINT (2611169.1674021203 1267811.7667163494),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_096_006,Kirchgasse: Brunnen bei 1,"","",true,genau gesetzt,POINT (2611899.8460629485 1267670.5733271611),genau gesetzt,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_224_005,Trillengässlein: Dohle,"","",true,ungefähre Ortsangabe,POINT (2611154.0995026226 1267339.1028252875),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_024_009,Barfüsserplatz: Brunnen,"","",true,ungefähre Ortsangabe,POINT (2611369.4241040153 1267145.4449373013),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_201_005,Spitalstrasse: Strassenkörper,"","",true,ungefähre Ortsangabe,POINT (2610842.1697548744 1268094.9632930628),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_201_006,"Spitalstrasse: Noch unbestimmt, Teile des Prediger Gartens, Schönkinds Garten","","",true,ungefähre Ortsangabe,POINT (2610848.2112818444 1268087.4113843504),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_096_005,Kirchgasse: Strassenkörper,"","",true,ungefähre Ortsangabe,POINT (2611899.104043561 1267657.9589975732),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_095_005,Kellergässlein: Strassenkörper,"","",true,ungefähre Ortsangabe,POINT (2611092.19653089 1267637.5592665952),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_095_006,Kellergässlein: Unbestimmte Liegenschaften,"","",true,ungefähre Ortsangabe,POINT (2611099.214210165 1267637.949137666),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_086_007,Imbergässlein: Unbestimmte Liegenschaften (zum Teil auch Schneidergasse),"","",true,ungefähre Ortsangabe,POINT (2611088.6876912527 1267486.2892911115),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_224_006,Trillengässlein: Unbestimmte Liegenschaften,"","",true,ungefähre Ortsangabe,POINT (2611151.7749344395 1267335.7451156892),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_217_005,"Stiftsgasse: Unbestimmte Liegenschaften, teilweise durch Peterskirchplatz","","",true,ungefähre Ortsangabe,POINT (2611010.8527668994 1267576.0143550278),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_153_007,Rappoltshof: Unbestimmte Liegenschaften,"","",true,ungefähre Ortsangabe,POINT (2611624.02146934 1267997.6843559342),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_135_006,Münsterplatz: Dohlen,"","",true,grob geschätzt ,POINT (2611514.0587611664 1267333.571427971),grob geschätzt,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_024_010,Barfüsserplatz: unbestimmte Liegenschaften (Klosterseite),"","",true,ungefähre Ortsangabe,POINT (2611361.831093899 1267128.6318434721),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_024_011,Barfüsserplatz: unbestimmte Liegenschaften (Bergseite),"","",true,ungefähre Ortsangabe,POINT (2611362.373451764 1267128.0894856066),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_058_019,Freie Strasse: Unbestimmte Liegenschaften,"","",true,ungefähre Ortsangabe,POINT (2611338.367864131 1267376.8189570885),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_058_016,Freie Strasse: Strassenkörper,"","",true,ungefähre Ortsangabe,POINT (2611469.207634407 1267171.3416334991),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_091_016,St. Johanns-Vorstadt: Strassenkörper,"","",true,ungefähre Ortsangabe,POINT (2610873.7772983136 1268301.4701500025),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
